site,county,pm25,datacreationdate,itemunit
臺東,臺東縣,10,"2026-03-21 22:00",μg/m3
恆春,屏東縣,8,"2026-03-21 22:00",μg/m3
潮州,屏東縣,22,"2026-03-21 22:00",μg/m3
屏東,屏東縣,20,"2026-03-21 22:00",μg/m3
小港,高雄市,25,"2026-03-21 22:00",μg/m3
前鎮,高雄市,22,"2026-03-21 22:00",μg/m3
前金,高雄市,25,"2026-03-21 22:00",μg/m3
左營,高雄市,24,"2026-03-21 22:00",μg/m3
楠梓,高雄市,16,"2026-03-21 22:00",μg/m3
林園,高雄市,26,"2026-03-21 22:00",μg/m3
大寮,高雄市,28,"2026-03-21 22:00",μg/m3
鳳山,高雄市,22,"2026-03-21 22:00",μg/m3
仁武,高雄市,24,"2026-03-21 22:00",μg/m3
橋頭,高雄市,22,"2026-03-21 22:00",μg/m3
美濃,高雄市,16,"2026-03-21 22:00",μg/m3
臺南,臺南市,16,"2026-03-21 22:00",μg/m3
安南,臺南市,15,"2026-03-21 22:00",μg/m3
善化,臺南市,13,"2026-03-21 22:00",μg/m3
新營,臺南市,18,"2026-03-21 22:00",μg/m3
嘉義,嘉義市,26,"2026-03-21 22:00",μg/m3
臺西,雲林縣,8,"2026-03-21 22:00",μg/m3
林森,臺南市,17,"2026-03-21 21:00",μg/m3
大里,臺中市,20,"2026-03-21 21:00",μg/m3
忠明,臺中市,18,"2026-03-21 21:00",μg/m3
西屯,臺中市,15,"2026-03-21 21:00",μg/m3
彰化,彰化縣,18,"2026-03-21 21:00",μg/m3
線西,彰化縣,14,"2026-03-21 21:00",μg/m3
二林,彰化縣,24,"2026-03-21 21:00",μg/m3
南投,南投縣,22,"2026-03-21 21:00",μg/m3
斗六,雲林縣,22,"2026-03-21 21:00",μg/m3
崙背,雲林縣,22,"2026-03-21 21:00",μg/m3
新港,嘉義縣,19,"2026-03-21 21:00",μg/m3
朴子,嘉義縣,10,"2026-03-21 21:00",μg/m3
臺西,雲林縣,12,"2026-03-21 21:00",μg/m3
嘉義,嘉義市,26,"2026-03-21 21:00",μg/m3
新營,臺南市,14,"2026-03-21 21:00",μg/m3
善化,臺南市,14,"2026-03-21 21:00",μg/m3
安南,臺南市,16,"2026-03-21 21:00",μg/m3
臺南,臺南市,11,"2026-03-21 21:00",μg/m3
美濃,高雄市,22,"2026-03-21 21:00",μg/m3
橋頭,高雄市,21,"2026-03-21 21:00",μg/m3
仁武,高雄市,23,"2026-03-21 21:00",μg/m3
鳳山,高雄市,26,"2026-03-21 21:00",μg/m3
大寮,高雄市,24,"2026-03-21 21:00",μg/m3
林園,高雄市,23,"2026-03-21 21:00",μg/m3
楠梓,高雄市,18,"2026-03-21 21:00",μg/m3
左營,高雄市,19,"2026-03-21 21:00",μg/m3
前金,高雄市,20,"2026-03-21 21:00",μg/m3
前鎮,高雄市,21,"2026-03-21 21:00",μg/m3
小港,高雄市,25,"2026-03-21 21:00",μg/m3
屏東,屏東縣,24,"2026-03-21 21:00",μg/m3
潮州,屏東縣,21,"2026-03-21 21:00",μg/m3
恆春,屏東縣,5,"2026-03-21 21:00",μg/m3
臺東,臺東縣,15,"2026-03-21 21:00",μg/m3
花蓮,花蓮縣,6,"2026-03-21 21:00",μg/m3
基隆,基隆市,5,"2026-03-21 21:00",μg/m3
汐止,新北市,3,"2026-03-21 21:00",μg/m3
新店,新北市,2,"2026-03-21 21:00",μg/m3
土城,新北市,0,"2026-03-21 21:00",μg/m3
板橋,新北市,4,"2026-03-21 21:00",μg/m3
新莊,新北市,8,"2026-03-21 21:00",μg/m3
菜寮,新北市,2,"2026-03-21 21:00",μg/m3
林口,新北市,0,"2026-03-21 21:00",μg/m3
淡水,新北市,4,"2026-03-21 21:00",μg/m3
士林,臺北市,4,"2026-03-21 21:00",μg/m3
中山,臺北市,3,"2026-03-21 21:00",μg/m3
萬華,臺北市,3,"2026-03-21 21:00",μg/m3
古亭,臺北市,0,"2026-03-21 21:00",μg/m3
松山,臺北市,5,"2026-03-21 21:00",μg/m3
大同,臺北市,11,"2026-03-21 21:00",μg/m3
桃園,桃園市,6,"2026-03-21 21:00",μg/m3
大園,桃園市,3,"2026-03-21 21:00",μg/m3
觀音,桃園市,3,"2026-03-21 21:00",μg/m3
平鎮,桃園市,10,"2026-03-21 21:00",μg/m3
龍潭,桃園市,13,"2026-03-21 21:00",μg/m3
湖口,新竹縣,5,"2026-03-21 21:00",μg/m3
竹東,新竹縣,11,"2026-03-21 21:00",μg/m3
新竹,新竹市,11,"2026-03-21 21:00",μg/m3
頭份,苗栗縣,12,"2026-03-21 21:00",μg/m3
苗栗,苗栗縣,12,"2026-03-21 21:00",μg/m3
三義,苗栗縣,13,"2026-03-21 21:00",μg/m3
豐原,臺中市,18,"2026-03-21 21:00",μg/m3
沙鹿,臺中市,21,"2026-03-21 21:00",μg/m3
陽明,臺北市,0,"2026-03-21 21:00",μg/m3
宜蘭,宜蘭縣,3,"2026-03-21 21:00",μg/m3
冬山,宜蘭縣,5,"2026-03-21 21:00",μg/m3
三重,新北市,9,"2026-03-21 21:00",μg/m3
中壢,桃園市,14,"2026-03-21 21:00",μg/m3
竹山,南投縣,33,"2026-03-21 21:00",μg/m3
永和,新北市,3,"2026-03-21 21:00",μg/m3
復興,高雄市,23,"2026-03-21 21:00",μg/m3
埔里,南投縣,19,"2026-03-21 21:00",μg/m3
馬祖,連江縣,8,"2026-03-21 21:00",μg/m3
金門,金門縣,14,"2026-03-21 21:00",μg/m3
馬公,澎湖縣,13,"2026-03-21 21:00",μg/m3
關山,臺東縣,8,"2026-03-21 21:00",μg/m3
麥寮,雲林縣,10,"2026-03-21 21:00",μg/m3
富貴角,新北市,5,"2026-03-21 21:00",μg/m3
大城,彰化縣,15,"2026-03-21 21:00",μg/m3
臺灣大道,臺中市,18,"2026-03-21 21:00",μg/m3
員林,彰化縣,23,"2026-03-21 21:00",μg/m3
臺西,雲林縣,10,"2026-03-21 20:00",μg/m3
林森,臺南市,17,"2026-03-21 20:00",μg/m3
員林,彰化縣,31,"2026-03-21 20:00",μg/m3
臺灣大道,臺中市,25,"2026-03-21 20:00",μg/m3
大城,彰化縣,15,"2026-03-21 20:00",μg/m3
富貴角,新北市,6,"2026-03-21 20:00",μg/m3
麥寮,雲林縣,9,"2026-03-21 20:00",μg/m3
關山,臺東縣,9,"2026-03-21 20:00",μg/m3
馬公,澎湖縣,8,"2026-03-21 20:00",μg/m3
金門,金門縣,19,"2026-03-21 20:00",μg/m3
馬祖,連江縣,11,"2026-03-21 20:00",μg/m3
埔里,南投縣,23,"2026-03-21 20:00",μg/m3
復興,高雄市,20,"2026-03-21 20:00",μg/m3
永和,新北市,1,"2026-03-21 20:00",μg/m3
竹山,南投縣,28,"2026-03-21 20:00",μg/m3
中壢,桃園市,17,"2026-03-21 20:00",μg/m3
三重,新北市,6,"2026-03-21 20:00",μg/m3
冬山,宜蘭縣,5,"2026-03-21 20:00",μg/m3
宜蘭,宜蘭縣,6,"2026-03-21 20:00",μg/m3
豐原,臺中市,25,"2026-03-21 20:00",μg/m3
三義,苗栗縣,15,"2026-03-21 20:00",μg/m3
苗栗,苗栗縣,17,"2026-03-21 20:00",μg/m3
頭份,苗栗縣,12,"2026-03-21 20:00",μg/m3
新竹,新竹市,11,"2026-03-21 20:00",μg/m3
竹東,新竹縣,13,"2026-03-21 20:00",μg/m3
湖口,新竹縣,8,"2026-03-21 20:00",μg/m3
龍潭,桃園市,13,"2026-03-21 20:00",μg/m3
平鎮,桃園市,8,"2026-03-21 20:00",μg/m3
觀音,桃園市,7,"2026-03-21 20:00",μg/m3
大園,桃園市,5,"2026-03-21 20:00",μg/m3
桃園,桃園市,6,"2026-03-21 20:00",μg/m3
大同,臺北市,6,"2026-03-21 20:00",μg/m3
松山,臺北市,4,"2026-03-21 20:00",μg/m3
古亭,臺北市,2,"2026-03-21 20:00",μg/m3
萬華,臺北市,4,"2026-03-21 20:00",μg/m3
中山,臺北市,3,"2026-03-21 20:00",μg/m3
士林,臺北市,3,"2026-03-21 20:00",μg/m3
淡水,新北市,4,"2026-03-21 20:00",μg/m3
林口,新北市,0,"2026-03-21 20:00",μg/m3
菜寮,新北市,2,"2026-03-21 20:00",μg/m3
新莊,新北市,7,"2026-03-21 20:00",μg/m3
板橋,新北市,6,"2026-03-21 20:00",μg/m3
土城,新北市,1,"2026-03-21 20:00",μg/m3
新店,新北市,4,"2026-03-21 20:00",μg/m3
汐止,新北市,3,"2026-03-21 20:00",μg/m3
基隆,基隆市,8,"2026-03-21 20:00",μg/m3
陽明,臺北市,0,"2026-03-21 20:00",μg/m3
花蓮,花蓮縣,4,"2026-03-21 20:00",μg/m3
臺東,臺東縣,15,"2026-03-21 20:00",μg/m3
恆春,屏東縣,3,"2026-03-21 20:00",μg/m3
潮州,屏東縣,23,"2026-03-21 20:00",μg/m3
屏東,屏東縣,17,"2026-03-21 20:00",μg/m3
小港,高雄市,22,"2026-03-21 20:00",μg/m3
前鎮,高雄市,17,"2026-03-21 20:00",μg/m3
前金,高雄市,19,"2026-03-21 20:00",μg/m3
左營,高雄市,19,"2026-03-21 20:00",μg/m3
楠梓,高雄市,22,"2026-03-21 20:00",μg/m3
林園,高雄市,17,"2026-03-21 20:00",μg/m3
大寮,高雄市,18,"2026-03-21 20:00",μg/m3
鳳山,高雄市,26,"2026-03-21 20:00",μg/m3
仁武,高雄市,24,"2026-03-21 20:00",μg/m3
橋頭,高雄市,22,"2026-03-21 20:00",μg/m3
美濃,高雄市,15,"2026-03-21 20:00",μg/m3
臺南,臺南市,22,"2026-03-21 20:00",μg/m3
安南,臺南市,20,"2026-03-21 20:00",μg/m3
善化,臺南市,11,"2026-03-21 20:00",μg/m3
新營,臺南市,17,"2026-03-21 20:00",μg/m3
嘉義,嘉義市,24,"2026-03-21 20:00",μg/m3
朴子,嘉義縣,12,"2026-03-21 20:00",μg/m3
新港,嘉義縣,16,"2026-03-21 20:00",μg/m3
崙背,雲林縣,21,"2026-03-21 20:00",μg/m3
斗六,雲林縣,24,"2026-03-21 20:00",μg/m3
南投,南投縣,18,"2026-03-21 20:00",μg/m3
二林,彰化縣,18,"2026-03-21 20:00",μg/m3
線西,彰化縣,18,"2026-03-21 20:00",μg/m3
彰化,彰化縣,23,"2026-03-21 20:00",μg/m3
西屯,臺中市,11,"2026-03-21 20:00",μg/m3
忠明,臺中市,21,"2026-03-21 20:00",μg/m3
大里,臺中市,16,"2026-03-21 20:00",μg/m3
沙鹿,臺中市,19,"2026-03-21 20:00",μg/m3
花蓮,花蓮縣,9,"2026-03-21 19:00",μg/m3
臺東,臺東縣,13,"2026-03-21 19:00",μg/m3
恆春,屏東縣,3,"2026-03-21 19:00",μg/m3
潮州,屏東縣,30,"2026-03-21 19:00",μg/m3
屏東,屏東縣,20,"2026-03-21 19:00",μg/m3
小港,高雄市,25,"2026-03-21 19:00",μg/m3
前鎮,高雄市,17,"2026-03-21 19:00",μg/m3
前金,高雄市,17,"2026-03-21 19:00",μg/m3
左營,高雄市,16,"2026-03-21 19:00",μg/m3
楠梓,高雄市,20,"2026-03-21 19:00",μg/m3
林園,高雄市,17,"2026-03-21 19:00",μg/m3
大寮,高雄市,22,"2026-03-21 19:00",μg/m3
鳳山,高雄市,16,"2026-03-21 19:00",μg/m3
仁武,高雄市,20,"2026-03-21 19:00",μg/m3
橋頭,高雄市,23,"2026-03-21 19:00",μg/m3
美濃,高雄市,13,"2026-03-21 19:00",μg/m3
臺南,臺南市,18,"2026-03-21 19:00",μg/m3
安南,臺南市,18,"2026-03-21 19:00",μg/m3
善化,臺南市,20,"2026-03-21 19:00",μg/m3
新營,臺南市,21,"2026-03-21 19:00",μg/m3
嘉義,嘉義市,23,"2026-03-21 19:00",μg/m3
臺西,雲林縣,8,"2026-03-21 19:00",μg/m3
朴子,嘉義縣,12,"2026-03-21 19:00",μg/m3
新港,嘉義縣,16,"2026-03-21 19:00",μg/m3
崙背,雲林縣,21,"2026-03-21 19:00",μg/m3
斗六,雲林縣,26,"2026-03-21 19:00",μg/m3
南投,南投縣,20,"2026-03-21 19:00",μg/m3
二林,彰化縣,15,"2026-03-21 19:00",μg/m3
線西,彰化縣,15,"2026-03-21 19:00",μg/m3
彰化,彰化縣,24,"2026-03-21 19:00",μg/m3
西屯,臺中市,13,"2026-03-21 19:00",μg/m3
忠明,臺中市,19,"2026-03-21 19:00",μg/m3
大里,臺中市,13,"2026-03-21 19:00",μg/m3
沙鹿,臺中市,21,"2026-03-21 19:00",μg/m3
豐原,臺中市,17,"2026-03-21 19:00",μg/m3
三義,苗栗縣,17,"2026-03-21 19:00",μg/m3
苗栗,苗栗縣,14,"2026-03-21 19:00",μg/m3
頭份,苗栗縣,14,"2026-03-21 19:00",μg/m3
新竹,新竹市,11,"2026-03-21 19:00",μg/m3
竹東,新竹縣,7,"2026-03-21 19:00",μg/m3
湖口,新竹縣,11,"2026-03-21 19:00",μg/m3
龍潭,桃園市,15,"2026-03-21 19:00",μg/m3
平鎮,桃園市,7,"2026-03-21 19:00",μg/m3
觀音,桃園市,10,"2026-03-21 19:00",μg/m3
大園,桃園市,6,"2026-03-21 19:00",μg/m3
桃園,桃園市,4,"2026-03-21 19:00",μg/m3
大同,臺北市,7,"2026-03-21 19:00",μg/m3
松山,臺北市,6,"2026-03-21 19:00",μg/m3
古亭,臺北市,4,"2026-03-21 19:00",μg/m3
萬華,臺北市,8,"2026-03-21 19:00",μg/m3
中山,臺北市,6,"2026-03-21 19:00",μg/m3
士林,臺北市,3,"2026-03-21 19:00",μg/m3
淡水,新北市,0,"2026-03-21 19:00",μg/m3
林口,新北市,1,"2026-03-21 19:00",μg/m3
菜寮,新北市,2,"2026-03-21 19:00",μg/m3
新莊,新北市,6,"2026-03-21 19:00",μg/m3
板橋,新北市,5,"2026-03-21 19:00",μg/m3
土城,新北市,2,"2026-03-21 19:00",μg/m3
新店,新北市,3,"2026-03-21 19:00",μg/m3
汐止,新北市,3,"2026-03-21 19:00",μg/m3
基隆,基隆市,7,"2026-03-21 19:00",μg/m3
林森,臺南市,21,"2026-03-21 19:00",μg/m3
員林,彰化縣,29,"2026-03-21 19:00",μg/m3
臺灣大道,臺中市,20,"2026-03-21 19:00",μg/m3
大城,彰化縣,13,"2026-03-21 19:00",μg/m3
富貴角,新北市,4,"2026-03-21 19:00",μg/m3
麥寮,雲林縣,11,"2026-03-21 19:00",μg/m3
關山,臺東縣,10,"2026-03-21 19:00",μg/m3
馬公,澎湖縣,16,"2026-03-21 19:00",μg/m3
金門,金門縣,20,"2026-03-21 19:00",μg/m3
馬祖,連江縣,13,"2026-03-21 19:00",μg/m3
埔里,南投縣,18,"2026-03-21 19:00",μg/m3
復興,高雄市,19,"2026-03-21 19:00",μg/m3
永和,新北市,3,"2026-03-21 19:00",μg/m3
竹山,南投縣,36,"2026-03-21 19:00",μg/m3
中壢,桃園市,10,"2026-03-21 19:00",μg/m3
三重,新北市,7,"2026-03-21 19:00",μg/m3
冬山,宜蘭縣,5,"2026-03-21 19:00",μg/m3
宜蘭,宜蘭縣,5,"2026-03-21 19:00",μg/m3
陽明,臺北市,0,"2026-03-21 19:00",μg/m3
中山,臺北市,7,"2026-03-21 18:00",μg/m3
林森,臺南市,22,"2026-03-21 18:00",μg/m3
員林,彰化縣,33,"2026-03-21 18:00",μg/m3
臺灣大道,臺中市,19,"2026-03-21 18:00",μg/m3
大城,彰化縣,12,"2026-03-21 18:00",μg/m3
富貴角,新北市,4,"2026-03-21 18:00",μg/m3
麥寮,雲林縣,11,"2026-03-21 18:00",μg/m3
關山,臺東縣,13,"2026-03-21 18:00",μg/m3
馬公,澎湖縣,13,"2026-03-21 18:00",μg/m3
金門,金門縣,22,"2026-03-21 18:00",μg/m3
馬祖,連江縣,12,"2026-03-21 18:00",μg/m3
埔里,南投縣,19,"2026-03-21 18:00",μg/m3
復興,高雄市,14,"2026-03-21 18:00",μg/m3
永和,新北市,6,"2026-03-21 18:00",μg/m3
竹山,南投縣,37,"2026-03-21 18:00",μg/m3
中壢,桃園市,11,"2026-03-21 18:00",μg/m3
三重,新北市,8,"2026-03-21 18:00",μg/m3
冬山,宜蘭縣,5,"2026-03-21 18:00",μg/m3
宜蘭,宜蘭縣,5,"2026-03-21 18:00",μg/m3
陽明,臺北市,2,"2026-03-21 18:00",μg/m3
花蓮,花蓮縣,11,"2026-03-21 18:00",μg/m3
臺東,臺東縣,9,"2026-03-21 18:00",μg/m3
恆春,屏東縣,7,"2026-03-21 18:00",μg/m3
潮州,屏東縣,35,"2026-03-21 18:00",μg/m3
屏東,屏東縣,16,"2026-03-21 18:00",μg/m3
小港,高雄市,14,"2026-03-21 18:00",μg/m3
前鎮,高雄市,16,"2026-03-21 18:00",μg/m3
前金,高雄市,14,"2026-03-21 18:00",μg/m3
左營,高雄市,18,"2026-03-21 18:00",μg/m3
楠梓,高雄市,13,"2026-03-21 18:00",μg/m3
林園,高雄市,21,"2026-03-21 18:00",μg/m3
大寮,高雄市,19,"2026-03-21 18:00",μg/m3
鳳山,高雄市,16,"2026-03-21 18:00",μg/m3
仁武,高雄市,21,"2026-03-21 18:00",μg/m3
橋頭,高雄市,18,"2026-03-21 18:00",μg/m3
美濃,高雄市,15,"2026-03-21 18:00",μg/m3
臺南,臺南市,20,"2026-03-21 18:00",μg/m3
安南,臺南市,14,"2026-03-21 18:00",μg/m3
善化,臺南市,20,"2026-03-21 18:00",μg/m3
新營,臺南市,8,"2026-03-21 18:00",μg/m3
嘉義,嘉義市,25,"2026-03-21 18:00",μg/m3
臺西,雲林縣,11,"2026-03-21 18:00",μg/m3
朴子,嘉義縣,11,"2026-03-21 18:00",μg/m3
新港,嘉義縣,18,"2026-03-21 18:00",μg/m3
崙背,雲林縣,21,"2026-03-21 18:00",μg/m3
斗六,雲林縣,23,"2026-03-21 18:00",μg/m3
南投,南投縣,22,"2026-03-21 18:00",μg/m3
二林,彰化縣,18,"2026-03-21 18:00",μg/m3
線西,彰化縣,11,"2026-03-21 18:00",μg/m3
彰化,彰化縣,22,"2026-03-21 18:00",μg/m3
西屯,臺中市,11,"2026-03-21 18:00",μg/m3
忠明,臺中市,17,"2026-03-21 18:00",μg/m3
大里,臺中市,18,"2026-03-21 18:00",μg/m3
沙鹿,臺中市,16,"2026-03-21 18:00",μg/m3
豐原,臺中市,15,"2026-03-21 18:00",μg/m3
三義,苗栗縣,19,"2026-03-21 18:00",μg/m3
苗栗,苗栗縣,12,"2026-03-21 18:00",μg/m3
頭份,苗栗縣,8,"2026-03-21 18:00",μg/m3
新竹,新竹市,9,"2026-03-21 18:00",μg/m3
竹東,新竹縣,11,"2026-03-21 18:00",μg/m3
湖口,新竹縣,6,"2026-03-21 18:00",μg/m3
龍潭,桃園市,10,"2026-03-21 18:00",μg/m3
平鎮,桃園市,10,"2026-03-21 18:00",μg/m3
觀音,桃園市,6,"2026-03-21 18:00",μg/m3
大園,桃園市,7,"2026-03-21 18:00",μg/m3
桃園,桃園市,4,"2026-03-21 18:00",μg/m3
大同,臺北市,11,"2026-03-21 18:00",μg/m3
松山,臺北市,6,"2026-03-21 18:00",μg/m3
古亭,臺北市,6,"2026-03-21 18:00",μg/m3
萬華,臺北市,10,"2026-03-21 18:00",μg/m3
士林,臺北市,3,"2026-03-21 18:00",μg/m3
淡水,新北市,5,"2026-03-21 18:00",μg/m3
林口,新北市,5,"2026-03-21 18:00",μg/m3
菜寮,新北市,5,"2026-03-21 18:00",μg/m3
新莊,新北市,6,"2026-03-21 18:00",μg/m3
板橋,新北市,7,"2026-03-21 18:00",μg/m3
土城,新北市,4,"2026-03-21 18:00",μg/m3
新店,新北市,5,"2026-03-21 18:00",μg/m3
汐止,新北市,6,"2026-03-21 18:00",μg/m3
基隆,基隆市,3,"2026-03-21 18:00",μg/m3
三義,苗栗縣,16,"2026-03-21 17:00",μg/m3
林森,臺南市,16,"2026-03-21 17:00",μg/m3
員林,彰化縣,29,"2026-03-21 17:00",μg/m3
臺灣大道,臺中市,19,"2026-03-21 17:00",μg/m3
大城,彰化縣,13,"2026-03-21 17:00",μg/m3
富貴角,新北市,5,"2026-03-21 17:00",μg/m3
麥寮,雲林縣,16,"2026-03-21 17:00",μg/m3
關山,臺東縣,10,"2026-03-21 17:00",μg/m3
馬公,澎湖縣,13,"2026-03-21 17:00",μg/m3
金門,金門縣,19,"2026-03-21 17:00",μg/m3
馬祖,連江縣,9,"2026-03-21 17:00",μg/m3
埔里,南投縣,32,"2026-03-21 17:00",μg/m3
復興,高雄市,16,"2026-03-21 17:00",μg/m3
永和,新北市,8,"2026-03-21 17:00",μg/m3
竹山,南投縣,25,"2026-03-21 17:00",μg/m3
中壢,桃園市,14,"2026-03-21 17:00",μg/m3
三重,新北市,9,"2026-03-21 17:00",μg/m3
冬山,宜蘭縣,4,"2026-03-21 17:00",μg/m3
宜蘭,宜蘭縣,4,"2026-03-21 17:00",μg/m3
陽明,臺北市,2,"2026-03-21 17:00",μg/m3
花蓮,花蓮縣,9,"2026-03-21 17:00",μg/m3
臺東,臺東縣,6,"2026-03-21 17:00",μg/m3
恆春,屏東縣,9,"2026-03-21 17:00",μg/m3
潮州,屏東縣,28,"2026-03-21 17:00",μg/m3
屏東,屏東縣,16,"2026-03-21 17:00",μg/m3
小港,高雄市,17,"2026-03-21 17:00",μg/m3
前鎮,高雄市,14,"2026-03-21 17:00",μg/m3
前金,高雄市,12,"2026-03-21 17:00",μg/m3
左營,高雄市,15,"2026-03-21 17:00",μg/m3
楠梓,高雄市,16,"2026-03-21 17:00",μg/m3
林園,高雄市,19,"2026-03-21 17:00",μg/m3
大寮,高雄市,22,"2026-03-21 17:00",μg/m3
鳳山,高雄市,15,"2026-03-21 17:00",μg/m3
仁武,高雄市,19,"2026-03-21 17:00",μg/m3
橋頭,高雄市,17,"2026-03-21 17:00",μg/m3
美濃,高雄市,11,"2026-03-21 17:00",μg/m3
臺南,臺南市,13,"2026-03-21 17:00",μg/m3
安南,臺南市,16,"2026-03-21 17:00",μg/m3
善化,臺南市,18,"2026-03-21 17:00",μg/m3
新營,臺南市,17,"2026-03-21 17:00",μg/m3
嘉義,嘉義市,16,"2026-03-21 17:00",μg/m3
臺西,雲林縣,10,"2026-03-21 17:00",μg/m3
朴子,嘉義縣,14,"2026-03-21 17:00",μg/m3
新港,嘉義縣,20,"2026-03-21 17:00",μg/m3
崙背,雲林縣,16,"2026-03-21 17:00",μg/m3
斗六,雲林縣,22,"2026-03-21 17:00",μg/m3
南投,南投縣,31,"2026-03-21 17:00",μg/m3
二林,彰化縣,23,"2026-03-21 17:00",μg/m3
線西,彰化縣,18,"2026-03-21 17:00",μg/m3
頭份,苗栗縣,8,"2026-03-21 17:00",μg/m3
新竹,新竹市,15,"2026-03-21 17:00",μg/m3
竹東,新竹縣,17,"2026-03-21 17:00",μg/m3
湖口,新竹縣,6,"2026-03-21 17:00",μg/m3
龍潭,桃園市,15,"2026-03-21 17:00",μg/m3
平鎮,桃園市,7,"2026-03-21 17:00",μg/m3
觀音,桃園市,6,"2026-03-21 17:00",μg/m3
大園,桃園市,11,"2026-03-21 17:00",μg/m3
桃園,桃園市,7,"2026-03-21 17:00",μg/m3
大同,臺北市,6,"2026-03-21 17:00",μg/m3
松山,臺北市,9,"2026-03-21 17:00",μg/m3
古亭,臺北市,5,"2026-03-21 17:00",μg/m3
萬華,臺北市,6,"2026-03-21 17:00",μg/m3
中山,臺北市,7,"2026-03-21 17:00",μg/m3
士林,臺北市,4,"2026-03-21 17:00",μg/m3
淡水,新北市,8,"2026-03-21 17:00",μg/m3
林口,新北市,7,"2026-03-21 17:00",μg/m3
菜寮,新北市,9,"2026-03-21 17:00",μg/m3
新莊,新北市,9,"2026-03-21 17:00",μg/m3
板橋,新北市,8,"2026-03-21 17:00",μg/m3
土城,新北市,5,"2026-03-21 17:00",μg/m3
苗栗,苗栗縣,12,"2026-03-21 17:00",μg/m3
新店,新北市,5,"2026-03-21 17:00",μg/m3
汐止,新北市,10,"2026-03-21 17:00",μg/m3
基隆,基隆市,6,"2026-03-21 17:00",μg/m3
彰化,彰化縣,18,"2026-03-21 17:00",μg/m3
西屯,臺中市,12,"2026-03-21 17:00",μg/m3
忠明,臺中市,23,"2026-03-21 17:00",μg/m3
大里,臺中市,18,"2026-03-21 17:00",μg/m3
沙鹿,臺中市,22,"2026-03-21 17:00",μg/m3
豐原,臺中市,17,"2026-03-21 17:00",μg/m3
三重,新北市,6,"2026-03-21 16:00",μg/m3
冬山,宜蘭縣,7,"2026-03-21 16:00",μg/m3
宜蘭,宜蘭縣,4,"2026-03-21 16:00",μg/m3
陽明,臺北市,2,"2026-03-21 16:00",μg/m3
花蓮,花蓮縣,9,"2026-03-21 16:00",μg/m3
臺東,臺東縣,11,"2026-03-21 16:00",μg/m3
恆春,屏東縣,9,"2026-03-21 16:00",μg/m3
潮州,屏東縣,20,"2026-03-21 16:00",μg/m3
屏東,屏東縣,26,"2026-03-21 16:00",μg/m3
小港,高雄市,17,"2026-03-21 16:00",μg/m3
前鎮,高雄市,12,"2026-03-21 16:00",μg/m3
前金,高雄市,13,"2026-03-21 16:00",μg/m3
左營,高雄市,18,"2026-03-21 16:00",μg/m3
楠梓,高雄市,17,"2026-03-21 16:00",μg/m3
林園,高雄市,18,"2026-03-21 16:00",μg/m3
大寮,高雄市,15,"2026-03-21 16:00",μg/m3
鳳山,高雄市,16,"2026-03-21 16:00",μg/m3
仁武,高雄市,17,"2026-03-21 16:00",μg/m3
橋頭,高雄市,15,"2026-03-21 16:00",μg/m3
美濃,高雄市,17,"2026-03-21 16:00",μg/m3
臺南,臺南市,12,"2026-03-21 16:00",μg/m3
安南,臺南市,15,"2026-03-21 16:00",μg/m3
善化,臺南市,13,"2026-03-21 16:00",μg/m3
新營,臺南市,15,"2026-03-21 16:00",μg/m3
嘉義,嘉義市,17,"2026-03-21 16:00",μg/m3
臺西,雲林縣,13,"2026-03-21 16:00",μg/m3
朴子,嘉義縣,11,"2026-03-21 16:00",μg/m3
新港,嘉義縣,15,"2026-03-21 16:00",μg/m3
崙背,雲林縣,15,"2026-03-21 16:00",μg/m3
斗六,雲林縣,22,"2026-03-21 16:00",μg/m3
南投,南投縣,41,"2026-03-21 16:00",μg/m3
二林,彰化縣,21,"2026-03-21 16:00",μg/m3
線西,彰化縣,20,"2026-03-21 16:00",μg/m3
彰化,彰化縣,20,"2026-03-21 16:00",μg/m3
西屯,臺中市,15,"2026-03-21 16:00",μg/m3
忠明,臺中市,22,"2026-03-21 16:00",μg/m3
大里,臺中市,16,"2026-03-21 16:00",μg/m3
沙鹿,臺中市,23,"2026-03-21 16:00",μg/m3
豐原,臺中市,14,"2026-03-21 16:00",μg/m3
三義,苗栗縣,20,"2026-03-21 16:00",μg/m3
苗栗,苗栗縣,13,"2026-03-21 16:00",μg/m3
頭份,苗栗縣,9,"2026-03-21 16:00",μg/m3
新竹,新竹市,9,"2026-03-21 16:00",μg/m3
竹東,新竹縣,15,"2026-03-21 16:00",μg/m3
湖口,新竹縣,7,"2026-03-21 16:00",μg/m3
龍潭,桃園市,13,"2026-03-21 16:00",μg/m3
平鎮,桃園市,10,"2026-03-21 16:00",μg/m3
觀音,桃園市,6,"2026-03-21 16:00",μg/m3
大園,桃園市,6,"2026-03-21 16:00",μg/m3
桃園,桃園市,11,"2026-03-21 16:00",μg/m3
大同,臺北市,9,"2026-03-21 16:00",μg/m3
松山,臺北市,11,"2026-03-21 16:00",μg/m3
古亭,臺北市,3,"2026-03-21 16:00",μg/m3
萬華,臺北市,6,"2026-03-21 16:00",μg/m3
中山,臺北市,7,"2026-03-21 16:00",μg/m3
士林,臺北市,1,"2026-03-21 16:00",μg/m3
淡水,新北市,9,"2026-03-21 16:00",μg/m3
